what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1529655209265
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1529655209266
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1529655209267
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1529655209268
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1529655209268
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1529655209270
os,sysinfo,,,"win32",1529655209272
arch,sysinfo,,,"x86_64",1529655209273
ws,sysinfo,,,"win32",1529655209273
locale,sysinfo,,,"zh_CN",1529655209273
processors,sysinfo,,,"4",1529655209273
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1529655209273
java.runtime.version,sysinfo,,,"1.8.0_171-b11",1529655209273
java.specification.name,sysinfo,,,"Java Platform API Specification",1529655209273
java.specification.vendor,sysinfo,,,"Oracle Corporation",1529655209273
java.specification.version,sysinfo,,,"1.8",1529655209273
java.vendor,sysinfo,,,"Oracle Corporation",1529655209273
java.version,sysinfo,,,"1.8.0_171",1529655209273
java.vm.info,sysinfo,,,"mixed mode",1529655209273
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1529655209273
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1529655209273
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1529655209273
java.vm.specification.version,sysinfo,,,"1.8",1529655209273
java.vm.vendor,sysinfo,,,"Oracle Corporation",1529655209273
java.vm.version,sysinfo,,,"25.171-b11",1529655209273
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1529655209376
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1529655209378
