what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530001867798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530001867872
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1530001881569
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530001894748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530001896950
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1530001944822
opened,editor,com.android.ide.eclipse.adt,23.0.7.2120684,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1530001950889
activated,editor,com.android.ide.eclipse.adt,23.0.7.2120684,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1530001951019
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1530001951944
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1530001951955
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1530001951983
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1530001952014
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1530001952035
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1530001952088
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1530001956553
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1530001958548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530001959519
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1530001959552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530001969215
activated,editor,com.android.ide.eclipse.adt,23.0.7.2120684,"com.android.ide.eclipse.editors.CommonXmlEditor",1530001969342
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1530001971524
closed,editor,com.android.ide.eclipse.adt,23.0.7.2120684,"com.android.ide.eclipse.editors.CommonXmlEditor",1530001971606
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1530001972420
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1530001972463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530001987015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530001987127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530001989191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530003198661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530003231157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1530003236015
